GeneID,n_reads,tso_reads,noise_reads,perfect_molecule_barcodes,reads_mapped_exonic,reads_mapped_exonic_as,reads_mapped_intronic,reads_mapped_intronic_as,reads_mapped_uniquely,reads_mapped_multiple,duplicate_reads,spliced_reads,antisense_reads,molecule_barcode_fraction_bases_above_30_mean,molecule_barcode_fraction_bases_above_30_variance,genomic_reads_fraction_bases_quality_above_30_mean,genomic_reads_fraction_bases_quality_above_30_variance,genomic_read_quality_mean,genomic_read_quality_variance,n_molecules,n_fragments,reads_per_molecule,reads_per_fragment,fragments_per_molecule,fragments_with_single_read_evidence,molecules_with_single_read_evidence,reads_mapped_mitochondrial,number_cells_detected_multiple,number_cells_expressing
ACACB,4636,899,0,4275,947,0,3518,0,4465,171,0,132,0,0.9806226843,0.004149187356,0.9841458482,0.003878440009,39.68909454,1.79039824,683,3034,6.78770113,1.528015852,4.442166805,2145,192,0,393,537
ACAD10,1882,239,0,1642,372,0,1397,0,1769,113,0,106,0,0.9829082793,0.003466058522,0.9817924589,0.003873845795,39.64769363,1.73150301,321,1335,5.862928391,1.409737825,4.158878326,968,122,0,184,286
ACAD11,4959,922,0,4666,881,0,4029,0,4910,49,0,203,0,0.9821872877,0.003951835912,0.9857274404,0.003366439138,39.72118378,1.533039093,542,3288,9.149446487,1.508211732,6.066420555,2242,88,0,368,421
ACAD8,3369,387,0,2932,1474,0,1822,0,3296,73,0,122,0,0.9810280194,0.004054460675,0.9858844042,0.002857051091,39.72902298,1.327360988,302,2208,11.15562916,1.525815248,7.311258316,1509,42,0,246,279
ACAD9,1208,183,0,1006,384,0,817,0,1201,7,0,80,0,0.9803394213,0.004026055802,0.9838392523,0.003869965905,39.69047546,1.776823997,155,862,7.793548584,1.401392102,5.561290264,615,39,0,107,141
ACADL,2432,219,0,2230,658,0,1707,0,2365,67,0,212,0,0.9798519996,0.004615826067,0.98406893,0.003407901386,39.69696808,1.587452054,235,1621,10.34893608,1.500308394,6.897872448,1131,45,0,165,205
ACADM,9027,904,0,8511,1294,0,7639,0,8933,94,0,418,0,0.9812414833,0.003985853866,0.9850178199,0.003937284928,39.70687485,1.841028571,770,6094,11.72337627,1.481293082,7.91428566,4153,134,0,509,609
ACADS,228,18,0,194,137,0,78,0,215,13,0,19,0,0.9883041089,0.002187614096,0.9814815315,0.004860315938,39.63254929,2.357129574,34,164,6.705882549,1.390243888,4.823529243,119,11,0,23,32
ACADSB,17114,2467,0,15563,3255,0,13796,0,17051,63,0,677,0,0.9805812202,0.004680769518,0.9851083944,0.003590943059,39.70724869,1.684512973,1711,11193,10.00233746,1.528991342,6.541788578,7740,298,0,1051,1216
ACADVL,2837,267,0,2313,1660,0,1168,0,2828,9,0,314,0,0.9773234891,0.004823704716,0.9834724091,0.00375693501,39.68141556,1.778740764,367,2038,7.730245113,1.392050982,5.553133488,1517,68,0,274,326
ACAN,383,68,0,323,170,0,187,0,357,26,0,11,0,0.972149717,0.008093765005,0.9710473242,0.007034928538,39.40498352,3.421823025,65,261,5.892307758,1.467432976,4.015384674,187,21,0,41,60
ACAP1,268,86,0,171,36,0,161,0,197,71,0,6,0,0.9822761371,0.00694123935,0.9815920759,0.005256587639,39.62976074,2.658257961,52,166,5.153846264,1.614457846,3.192307711,117,24,0,27,48
ACAP2,76575,10497,0,70409,17108,0,58943,0,76051,524,0,3146,0,0.9814724329,0.004364314489,0.9851467634,0.003727284493,39.70840454,1.736939073,7088,49342,10.80347061,1.551923275,6.961343288,33781,1255,0,3068,3584
ACAP3,8410,782,0,6614,3494,0,4892,0,8386,24,0,577,0,0.9753864734,0.005455725361,0.9808019961,0.00443237694,39.63277435,2.003782749,1105,5917,7.610859871,1.421328425,5.35475111,4311,221,0,700,833
ACAT1,6323,1024,0,5541,1909,0,4349,0,6258,65,0,595,0,0.9806394851,0.004375934601,0.9855132343,0.003209083574,39.71660614,1.484982371,689,4095,9.177067757,1.544078112,5.943396091,2813,149,0,461,566
ACAT2,1673,218,0,1481,495,0,1027,0,1522,151,0,92,0,0.9779836856,0.005088820588,0.9848907795,0.00368505111,39.6978035,1.756257534,234,1193,7.149572849,1.402346969,5.098290443,867,43,0,176,216
ACBD3,8962,1232,0,7877,2356,0,6420,0,8776,186,0,957,0,0.9793852055,0.004656412639,0.9828424073,0.004344794899,39.66421509,1.996758699,992,6083,9.034274101,1.473286152,6.132056236,4287,213,0,634,782
ACBD4,1643,227,0,1203,870,0,766,0,1636,7,0,53,0,0.9795090507,0.005137108266,0.9666328903,0.009205951355,39.33727646,4.489803791,220,1110,7.46818161,1.480180144,5.045454502,794,52,0,158,200
ACBD5,10429,1164,0,9682,3961,0,6389,0,10350,79,0,884,0,0.9812462262,0.004273227416,0.983662042,0.00415346818,39.68021774,1.956856012,974,7060,10.70739174,1.477195501,7.248459816,4832,179,0,638,764
ACBD6,50588,6720,0,46534,3406,0,46755,0,50161,427,0,1772,0,0.980942472,0.004319739528,0.9842266373,0.003646088764,39.69200897,1.674495101,4960,34175,10.19919395,1.480263352,6.890120983,23631,878,0,2115,2443
ACBD7,625,102,0,599,325,0,243,0,568,57,0,49,0,0.9812000198,0.00341869588,0.981671149,0.004683495965,39.64360428,2.239194393,101,445,6.188118935,1.404494405,4.405940533,321,24,0,73,95
ACCS,513,44,0,478,105,0,368,0,473,40,0,12,0,0.984080586,0.004140608478,0.9798354338,0.005975455046,39.60242081,2.782732964,75,367,6.840000153,1.397820115,4.893333435,261,22,0,50,69
ACCSL,263,31,0,239,44,0,164,0,208,55,0,0,0,0.980988615,0.004302153364,0.9836079857,0.003077746369,39.6927681,1.228099704,70,183,3.757142782,1.437158465,2.614285707,123,18,0,50,66
ACD,855,77,0,728,653,0,202,0,855,0,0,313,0,0.9765107473,0.005196694285,0.9857310255,0.004100952297,39.71706009,1.973352075,104,615,8.221154213,1.390243888,5.913461685,436,25,0,75,97
ACE,1326,88,0,1150,840,0,474,0,1314,12,0,95,0,0.9768099821,0.004970198963,0.9810541729,0.004429509863,39.62971878,2.055556059,149,931,8.899329185,1.424274921,6.24832201,660,28,0,116,139
ACE2,172,22,0,127,0,0,108,0,108,64,0,0,0,0.9767442193,0.004166856408,0.9748062467,0.007489490323,39.51233292,3.161196232,63,116,2.730158806,1.482758641,1.841269851,74,34,0,28,58
ACER1,1703,221,0,1437,264,0,1312,0,1576,127,0,12,0,0.9783225897,0.005229803734,0.9679650583,0.006601656321,39.38317108,2.989572048,298,1197,5.714765072,1.422723532,4.016778469,861,140,0,150,269
ACER2,4411,683,0,3965,259,0,3991,0,4250,161,0,71,0,0.9798609766,0.004677469376,0.9857704534,0.003272935981,39.72267151,1.541227102,612,3093,7.207516193,1.4261235,5.0539217,2229,170,0,332,447
ACER3,11911,1927,0,11073,1813,0,9831,0,11644,267,0,391,0,0.9813827768,0.00419262005,0.984394474,0.003789420007,39.69607544,1.716837764,1497,7809,7.956579685,1.525291324,5.216433048,5421,351,0,837,1026
ACHE,686,70,0,572,593,0,90,0,683,3,0,25,0,0.9758260799,0.004879077431,0.9800291891,0.006591842975,39.60636139,3.214239597,119,537,5.764705658,1.27746737,4.51260519,422,38,0,82,115
ACIN1,16407,2194,0,14294,7323,0,8901,0,16224,183,0,1334,0,0.9790689145,0.004961730912,0.9819061334,0.004325616173,39.64351654,2.025300026,1813,11368,9.049641609,1.443261743,6.270270348,8032,350,0,1110,1311
ACKR1,677,50,0,640,605,0,72,0,677,0,0,0,0,0.9788281878,0.00474914955,0.9878057085,0.003131995909,39.76402283,1.558017731,92,512,7.358695507,1.322265625,5.565217495,385,19,0,65,84
ACKR2,159,47,0,98,4,0,51,0,55,104,0,0,0,0.9848008666,0.001657464658,0.9900769027,0.001988732256,39.81355286,0.912434876,82,106,1.939024448,1.5,1.292682886,73,49,0,33,78
ACKR3,633,110,0,602,190,0,431,0,621,12,0,3,0,0.9720905917,0.008032241836,0.9828331053,0.004838835914,39.66257477,2.194360256,77,426,8.220779419,1.485915542,5.532467365,303,17,0,55,68
ACKR4,275,40,0,211,136,0,139,0,275,0,0,1,0,0.9866666793,0.003673966043,0.9891313453,0.002008590614,39.7841568,0.9396185875,25,192,11,1.432291627,7.679999828,152,3,0,20,23
ACLY,4244,540,0,3318,1867,0,1707,0,3574,670,0,577,0,0.979343411,0.004270481411,0.8942062303,0.05650693178,37.54202652,32.92307281,987,3052,4.299898624,1.390563607,3.09219861,2293,535,0,415,826
ACMSD,846,208,0,727,52,0,782,0,834,12,0,8,0,0.9795114493,0.005595495924,0.9844103293,0.00435028784,39.69512558,1.990340471,137,546,6.175182343,1.549450517,3.985401392,377,44,0,80,114
ACO1,12191,1579,0,10992,3524,0,8626,0,12150,41,0,868,0,0.9810106031,0.004421294667,0.9840192083,0.003898837836,39.69030762,1.786575317,1247,8340,9.776263237,1.461750627,6.688051224,5819,240,0,785,924
ACO2,14084,2064,0,12493,4279,0,9668,0,13947,137,0,512,0,0.979758376,0.004739775322,0.9820916127,0.004539744463,39.64821243,2.168388844,1731,9740,8.13633728,1.445995927,5.626805305,6838,422,0,998,1251
ACOD1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
ACOT11,809,197,0,671,180,0,584,0,764,45,0,23,0,0.9796044759,0.003674537409,0.9761022219,0.006148943212,39.52570724,2.812421083,134,540,6.037313461,1.498148203,4.02985096,381,48,0,81,127
ACOT12,204,51,0,114,3,0,146,0,149,55,0,0,0,0.9848856505,0.001994018909,0.9769063493,0.007260688115,39.52363205,3.49804163,69,133,2.956521749,1.533834577,1.927536249,91,37,0,31,68
ACOT13,2834,468,0,2365,634,0,2167,0,2801,33,0,194,0,0.9787991297,0.005019141361,0.9865639784,0.003137750551,39.74079132,1.405329704,314,1922,9.025477409,1.474505782,6.121018887,1339,61,0,228,279
ACOT2,419,58,0,401,292,0,113,0,405,14,0,7,0,0.9781225405,0.004736868665,0.9837443976,0.002541844733,39.69845963,1.001356363,53,286,7.905660152,1.465034962,5.396226406,203,7,0,44,51
ACOT4,9,4,0,7,3,0,6,0,9,0,0,0,0,0.9629631042,0.001928997575,0.9765432146,0.001093969797,39.53208923,0.453111738,6,6,1.5,1.5,1,3,3,0,2,5
ACOT6,36,5,0,33,24,0,6,0,30,6,0,0,0,0.9930555556,0.0009424618329,0.9941358301,0.0002715063165,39.89691162,0.09789790213,15,30,2.400000095,1.200000048,2,25,11,0,4,15
ACOT7,7129,837,0,6198,1203,0,5686,0,6889,240,0,192,0,0.9808879464,0.004352961201,0.9788064884,0.005104108714,39.57130432,2.399613857,906,4893,7.868653297,1.456979394,5.400662422,3517,245,0,555,728
ACOT8,2082,320,0,1835,646,0,1382,0,2028,54,0,106,0,0.9764249383,0.005353897344,0.9800352593,0.005153449252,39.6071167,2.471835375,322,1512,6.465838432,1.376984119,4.695652008,1108,81,0,225,288
ACOT9,3040,482,0,2653,1565,0,1379,0,2944,96,0,305,0,0.9785910286,0.004698993172,0.9781725419,0.006326081697,39.53811264,3.23864603,430,2139,7.069767475,1.421224833,4.97441864,1555,159,0,243,378
ACOX1,5302,935,0,4742,1649,0,3373,0,5022,280,0,332,0,0.9809506048,0.004911211785,0.9818831821,0.004714629613,39.64153671,2.219083309,805,3665,6.586335182,1.446657538,4.552794933,2642,228,0,494,670
ACOX2,1074,282,0,882,73,0,973,0,1046,28,0,23,0,0.9816884142,0.004324203357,0.9781399053,0.007191315293,39.55837631,3.525120974,134,690,8.014925003,1.556521773,5.149253845,464,39,0,86,117
ACOX3,5887,554,0,4972,2158,0,3633,0,5791,96,0,200,0,0.9797435261,0.004562560935,0.9769416914,0.007961719297,39.52039719,4.184303284,561,3934,10.49376106,1.496441245,7.012477875,2730,134,0,377,491
ACOXL,343,62,0,275,15,0,314,0,329,14,0,0,0,0.9735180185,0.006098954007,0.9825397009,0.002820738824,39.66588593,1.054553628,54,234,6.35185194,1.465811968,4.333333492,162,14,0,34,45
ACP1,4873,619,0,4258,1058,0,3413,0,4471,402,0,290,0,0.9832410067,0.003513433971,0.9848576374,0.003733618418,39.70256805,1.751136541,483,3312,10.08902645,1.471316457,6.857142925,2274,81,0,364,433
ACP2,625,131,0,607,581,0,43,0,624,1,0,1,0,0.976000032,0.004853984807,0.9884622497,0.00257539493,39.78856659,1.067258239,155,463,4.032258034,1.34989202,2.987096786,352,42,0,110,147
ACP4,144,21,0,118,0,0,102,0,102,42,0,14,0,0.9699074297,0.006566736382,0.9476080392,0.02047081478,38.81102753,11.80360126,52,102,2.769230843,1.411764741,1.961538434,76,34,0,17,50
ACP5,5,0,0,5,3,0,2,0,5,0,0,0,0,1,0,0.9977777958,2.469095853e-05,39.96443939,0.006322512869,2,5,2.5,1,2.5,5,1,0,1,2
ACP6,948,123,0,907,206,0,728,0,934,14,0,84,0,0.9748593795,0.007213694043,0.9840952096,0.00418247981,39.69232941,1.875099778,118,616,8.033898354,1.538961053,5.220338821,429,38,0,74,110
ACP7,359,56,0,286,157,0,167,0,324,35,0,1,0,0.9779480214,0.004187241197,0.9789848791,0.005713071208,39.58213806,2.850709438,97,265,3.70103097,1.354717016,2.731958866,199,41,0,55,91
ACPP,128,76,0,114,0,0,56,0,56,72,0,0,0,0.9843750149,0.0023786081,0.9200520734,0.01201140601,38.10494614,7.160547733,74,98,1.729729772,1.306122422,1.324324369,81,55,0,19,72
ACR,44,7,0,42,1,0,20,0,21,23,0,12,0,0.9848484993,0.002349071437,0.9664142762,0.007324081846,39.36792755,3.142568827,10,31,4.400000095,1.419354796,3.099999905,24,7,0,3,10
ACRBP,7,0,0,2,0,0,6,0,6,1,0,0,0,0.9880952835,0.0009920558659,0.9920635649,7.054531306e-05,39.8492012,0.02485043742,4,6,1.75,1.166666627,1.5,5,2,0,2,4
ACRV1,67,26,0,60,0,0,41,0,41,26,0,0,0,0.9502487752,0.01179708075,0.9578773112,0.01244870014,39.19551849,5.303036213,23,46,2.913043499,1.456521749,2,31,8,0,13,21
ACSBG1,1913,279,0,1568,836,0,1045,0,1881,32,0,129,0,0.9811378555,0.004129588604,0.9853110647,0.003814997151,39.71583939,1.769245386,231,1297,8.281385422,1.474942207,5.614718437,894,63,0,150,206
ACSBG2,285,37,0,178,6,0,256,0,262,23,0,3,0,0.9856725425,0.002068057191,0.9703314207,0.01098634116,39.39087296,5.226588726,62,197,4.596774101,1.446700454,3.177419424,142,34,0,27,56
ACSF2,291,70,0,163,32,0,227,0,259,32,0,13,0,0.9785223566,0.00746335974,0.9774341614,0.007420489565,39.54279709,3.773300409,83,199,3.506024122,1.462311506,2.397590399,137,44,0,39,82
ACSF3,6800,964,0,5743,1968,0,4492,0,6460,340,0,786,0,0.978272083,0.004637849983,0.9756928427,0.004964211956,39.52389908,2.356432676,816,4561,8.333333015,1.490901113,5.58946085,3205,183,0,509,625
ACSL1,5700,777,0,5015,1321,0,4301,0,5622,78,0,251,0,0.9819737041,0.00432371255,0.9837446747,0.003776646685,39.6819725,1.743501544,616,3898,9.253246307,1.46228838,6.327921867,2699,118,0,427,520
ACSL3,59269,5835,0,55229,29069,0,29978,0,59047,222,0,6786,0,0.9804394872,0.004614452366,0.985213024,0.003488079179,39.71253967,1.600581765,4722,39302,12.55167294,1.508040309,8.323167801,27097,605,0,2603,2890
ACSL4,18237,3125,0,17010,5132,0,13017,0,18149,88,0,446,0,0.9816033538,0.004204601515,0.9848952066,0.003686013166,39.7068367,1.657426596,1861,12263,9.799570084,1.48715651,6.589468002,8516,282,0,1123,1274
ACSL5,376,113,0,299,46,0,254,0,300,76,0,2,0,0.976063856,0.008166268468,0.978132409,0.005805307999,39.55865479,3.014506102,114,257,3.298245668,1.463034987,2.254385948,182,55,0,55,103
ACSL6,40670,10386,0,37713,24610,0,15955,0,40565,105,0,1494,0,0.9800774743,0.004823579919,0.9863503282,0.003262954764,39.73476791,1.478817344,5015,26555,8.109670639,1.531538367,5.295114517,18020,846,0,2632,3046
ACSM1,458,93,0,323,7,0,397,0,404,54,0,0,0,0.9819869225,0.003640898736,0.9826540778,0.003520759987,39.65756607,1.699010611,93,305,4.924731255,1.501639366,3.279569864,215,38,0,51,85
ACSM3,448,89,0,345,76,0,302,0,378,70,0,0,0,0.9832589393,0.003820525249,0.9766617352,0.006641943008,39.52025986,3.349128962,97,303,4.618556499,1.478547812,3.123711348,221,45,0,49,94
ACSM4,5618,966,0,4363,695,0,4902,0,5597,21,0,38,0,0.9810430983,0.004350971431,0.9849294248,0.003091465915,39.71301651,1.386478782,593,3567,9.473861694,1.574993014,6.01517725,2405,136,0,361,447
ACSM5,413,42,0,367,229,0,177,0,406,7,0,10,0,0.9759887277,0.005843979772,0.9844498685,0.005370093975,39.69380951,2.647531033,72,300,5.736111164,1.376666665,4.166666508,225,19,0,47,66
ACSS1,1285,165,0,1166,639,0,614,0,1253,32,0,56,0,0.9754864021,0.005456073675,0.9853610283,0.003723555012,39.71631241,1.63210237,137,849,9.379562378,1.513545394,6.197080135,594,27,0,99,125
ACSS2,4111,750,0,3581,1426,0,2629,0,4055,56,0,125,0,0.9800129902,0.004385497421,0.9832022831,0.00353792822,39.67379379,1.59688282,520,2659,7.905769348,1.54606998,5.113461494,1819,118,0,358,445
ACSS3,1347,245,0,1088,145,0,1119,0,1264,83,0,9,0,0.9793986817,0.005823204294,0.9812587971,0.004960448947,39.61408615,2.503917217,224,883,6.013392925,1.525481343,3.941964388,616,74,0,119,178
ACTA1,316,21,0,309,302,0,14,0,316,0,0,2,0,0.9657173608,0.005787452683,0.9831575422,0.006089330185,39.66075897,2.728253603,22,232,14.36363602,1.362069011,10.54545498,174,2,0,20,21
ACTA2,6135,1459,0,5133,773,0,5360,0,6133,2,0,91,0,0.981214365,0.0045276233,0.9861360462,0.003531769849,39.73586655,1.570972919,679,3917,9.035346031,1.566249728,5.768777847,2641,138,0,416,498
ACTB,3076,50,0,2102,1725,0,1350,0,3075,1,0,1160,0,0.9784352225,0.005411047954,0.9829685351,0.005857178941,39.65982056,2.83096242,303,2001,10.15181541,1.537231326,6.603960514,1324,56,0,229,281
ACTC1,45,18,0,45,10,0,33,0,43,2,0,0,0,0.9722222434,0.003472223412,0.99308644,0.0002148649219,39.88937759,0.05500667915,5,27,9,1.666666627,5.400000095,18,1,0,4,5
ACTG1,26451,1917,0,24561,25966,0,291,0,26257,194,0,1129,0,0.9801677531,0.004600100685,0.9851486718,0.003860583296,39.71435165,1.757725477,1995,17452,13.25864697,1.515642881,8.747869492,11809,333,0,1435,1698
ACTG2,134,62,0,121,23,0,64,0,87,47,0,5,0,0.9782338641,0.002707715146,0.9886401896,0.0005355340545,39.78904724,0.2122550756,54,83,2.481481552,1.614457846,1.537037015,62,31,0,24,53
ACTL10,33,7,0,24,33,0,0,0,33,0,0,0,0,0.9848484848,0.005405625328,0.9606060851,0.01833405346,39.19797516,8.999451637,3,23,11,1.434782624,7.666666508,18,0,0,3,3
ACTL6A,2121,203,0,1714,233,0,1638,0,1871,250,0,55,0,0.9825947104,0.00374892843,0.9845565836,0.003450067248,39.69940948,1.58617568,319,1435,6.648902893,1.478048801,4.498432636,1010,97,0,196,279
ACTL6B,4197,854,0,4027,1314,0,2857,0,4171,26,0,407,0,0.9778016302,0.005266564898,0.9840097775,0.004503515549,39.68384933,2.084421158,706,3033,5.944759369,1.383778453,4.296033859,2221,181,0,445,574
ACTL7A,45,37,0,43,45,0,0,0,45,0,0,0,0,0.9944444656,0.0004419158213,0.9965432419,5.511801646e-05,39.94098282,0.01700257137,5,13,9,3.461538553,2.599999905,7,1,0,4,5
ACTL7B,253,41,0,222,110,0,126,0,236,17,0,0,0,0.9795784216,0.006525740959,0.9849802694,0.00443841191,39.6950798,2.27064395,49,175,5.163265228,1.445714235,3.571428537,129,15,0,33,48
ACTL8,110,38,0,51,0,0,102,0,102,8,0,0,0,0.9704545975,0.004916703794,0.9884848963,0.001084895339,39.80212021,0.3570667803,11,45,10,2.444444418,4.090909004,23,3,0,8,11
ACTN1,44501,6233,0,38759,27233,0,16740,0,43973,528,0,2576,0,0.9804293001,0.004629304633,0.984610369,0.003708712524,39.70295334,1.703494549,4729,30649,9.410234451,1.451956034,6.481074333,21832,853,0,2088,2455
ACTN2,5700,816,0,5197,1200,0,4444,0,5644,56,0,299,0,0.9800877421,0.004116891883,0.9827797644,0.004127750639,39.66270447,1.924151659,581,3903,9.810670853,1.460415125,6.717728138,2764,110,0,351,416
ACTN3,134,19,0,85,48,0,73,0,121,13,0,26,0,0.98445276,0.001792804338,0.9795191228,0.005364991259,39.59402466,2.567010641,36,101,3.722222328,1.326732635,2.805555582,74,14,0,18,30
ACTN4,20506,2336,0,17744,7365,0,12979,0,20344,162,0,926,0,0.977872355,0.005134645384,0.9778970241,0.005136053544,39.56168365,2.431326389,2379,14008,8.619587898,1.463877797,5.888188362,10013,488,0,1282,1523
ACTR10,15425,1975,0,14378,3887,0,11447,0,15334,91,0,1122,0,0.9802971589,0.004429748282,0.9847311683,0.003472495358,39.70469284,1.57798934,1582,10111,9.750315666,1.52556622,6.391276836,6987,304,0,1004,1197
ACTR1A,1908,238,0,1543,931,0,804,0,1735,173,0,205,0,0.9794724243,0.004640154075,0.9829257284,0.004271619953,39.66830063,1.943127632,291,1346,6.556701183,1.417533398,4.62542963,973,70,0,213,280
ACTR1B,4752,463,0,4270,2957,0,1794,0,4751,1,0,129,0,0.9782898631,0.005062491633,0.9818205631,0.004171334673,39.64979553,1.884591818,770,3513,6.17142868,1.352689981,4.562337875,2598,195,0,498,640
ACTR2,39097,3991,0,36645,19778,0,18880,0,38658,439,0,2146,0,0.9810684745,0.004510298837,0.985996967,0.003314410336,39.72954941,1.491346955,3215,26407,12.16080856,1.480554342,8.213685989,18221,492,0,1896,2157
ACTR3,18608,2167,0,16398,4576,0,13907,0,18483,125,0,1062,0,0.9826150258,0.003776256228,0.9843442827,0.003583053127,39.69333649,1.667098761,1509,12372,12.33134556,1.504041433,8.198806763,8452,221,0,981,1125
ACTR3B,23893,3292,0,21493,2829,0,20849,0,23678,215,0,942,0,0.9809777138,0.004343335982,0.982650927,0.004156870302,39.66053009,1.922442675,2371,15540,10.07718277,1.537516117,6.554196358,10694,449,0,1335,1563
ACTR5,9220,722,0,8079,2205,0,6985,0,9190,30,0,583,0,0.9816070344,0.00434627803,0.9839323116,0.00330506661,39.68788147,1.499340773,694,6199,13.28530216,1.487336636,8.932276726,4293,95,0,503,568
ACTR6,7359,1161,0,7026,3890,0,3446,0,7336,23,0,1175,0,0.9812474745,0.004257787485,0.9863855576,0.003333675209,39.73558426,1.523976445,713,4705,10.32117844,1.564080715,6.598877907,3169,109,0,519,597
ACTR8,343,128,0,211,162,0,97,0,259,84,0,37,0,0.9740039114,0.004865597468,0.9805960797,0.005973914638,39.61162567,3.366990089,103,221,3.330097198,1.552036166,2.145631075,148,29,0,73,102
ACTRT3,142,19,0,86,95,0,42,0,137,5,0,3,0,0.9835680841,0.00366818672,0.9773865677,0.006329423282,39.56423569,2.973949194,17,87,8.352941513,1.632183909,5.117647171,55,3,0,14,17
ACVR1,17589,2268,0,15913,2040,0,15456,0,17496,93,0,269,0,0.9822474488,0.004074261058,0.9844568547,0.004031027202,39.69475937,1.882463932,1479,11814,11.89249516,1.488826871,7.987829685,8142,228,0,871,995
ACVR1B,8616,1033,0,7981,4738,0,3819,0,8557,59,0,320,0,0.9836738034,0.003825122491,0.9803737572,0.004685263149,39.61735916,2.184413433,795,5684,10.83773613,1.515833974,7.149685383,3959,136,0,581,673
ACVR1C,13871,1525,0,13072,6520,0,7184,0,13704,167,0,464,0,0.9812678924,0.004503682721,0.9854717163,0.003653056687,39.7156105,1.671913743,1272,9447,10.90487385,1.468296766,7.426886559,6536,194,0,703,825
ACVR2A,24357,3052,0,22361,6513,0,17793,0,24306,51,0,604,0,0.9806147653,0.004764383193,0.9845566035,0.003848571796,39.69856644,1.783668399,1997,15613,12.19679546,1.560046077,7.818227291,10533,279,0,1201,1366
ACVR2B,3526,632,0,3243,2346,0,1162,0,3508,18,0,147,0,0.9803838354,0.00480028009,0.98310963,0.004302743822,39.66757584,1.998453736,385,2228,9.158441544,1.582585335,5.787013054,1535,84,0,272,337
ACVRL1,66,18,0,63,48,0,13,0,61,5,0,1,0,0.9545454834,0.007517485414,0.9887205715,0.001111083548,39.78686905,0.3883107603,21,45,3.142857075,1.466666698,2.142857075,30,8,0,13,20
ACY3,1,0,0,1,1,0,0,0,1,0,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
ACYP1,4490,381,0,4117,2428,0,2032,0,4460,30,0,149,0,0.9826466405,0.003645166289,0.9856323166,0.002700105775,39.73007584,1.168502927,324,2957,13.8580246,1.518430829,9.126543045,2005,52,0,259,301
ACYP2,55815,8081,0,50996,1724,0,53833,0,55557,258,0,416,0,0.9816462322,0.004345473368,0.9851665025,0.00336420862,39.71193314,1.520325422,5352,37530,10.42881203,1.487210274,7.012331963,25864,885,0,2254,2572
ADA,645,76,0,543,89,0,483,0,572,73,0,11,0,0.9757106204,0.007216214202,0.9806029711,0.00460706884,39.6170311,2.330867529,124,469,5.201612949,1.375266552,3.782258034,351,60,0,62,117
ADA2,249,78,0,136,17,0,104,0,121,128,0,11,0,0.9728915968,0.006906656548,0.9629629842,0.01005443279,39.21802139,4.973760128,118,177,2.110169411,1.406779647,1.5,142,83,0,33,112
ADAD1,55,37,0,40,0,0,43,0,43,12,0,1,0,0.9984848543,0.000126261657,0.9917172161,0.0009246344562,39.82524872,0.5797673464,17,26,3.235294104,2.115384579,1.529411793,16,7,0,10,17
ADAL,8842,1279,0,7967,4363,0,4418,0,8781,61,0,651,0,0.9792279493,0.00497101387,0.9856895423,0.003326656995,39.72695541,1.47509253,1033,5960,8.559535027,1.483557105,5.769603252,4125,196,0,644,749
ADAM1,1973,292,0,1654,875,0,1081,0,1956,17,0,15,0,0.9804443537,0.005058133975,0.983026447,0.004203648772,39.66969681,2.000247955,194,1256,10.17010307,1.570859909,6.474226952,844,33,0,156,185
ADAM10,30188,4158,0,27793,5497,0,24315,0,29812,376,0,1146,0,0.981695287,0.003993267193,0.9847504109,0.003671190236,39.70080948,1.709579825,2958,20231,10.20554447,1.492165446,6.839418411,13869,552,0,1525,1802
